Date : 2023-12-07 14:34:59
Directory : /Users/macbook/Documents/GitHub/godofdiscipline
Total : 146 files,  5394 codes, 6160 comments, 1211 blanks, all 12765 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| /Users/macbook/Documents/GitHub/godofdiscipline/build/ios/iphonesimulator/Runner.app/Frameworks/App.framework/flutter_assets/assets/icons/search.svg                | XML        |         11 |          0 |          1 |         12 |
| /Users/macbook/Documents/GitHub/godofdiscipline/build/ios/iphonesimulator/Runner.app/Frameworks/Flutter.framework/Headers/Flutter.h                                 | C++        |         18 |          3 |          4 |         25 |
| /Users/macbook/Documents/GitHub/godofdiscipline/build/ios/iphonesimulator/Runner.app/Frameworks/Flutter.framework/Headers/FlutterAppDelegate.h                      | C++        |         11 |         16 |          8 |         35 |
| /Users/macbook/Documents/GitHub/godofdiscipline/build/ios/iphonesimulator/Runner.app/Frameworks/Flutter.framework/Headers/FlutterBinaryMessenger.h                  | C++        |         29 |         63 |         14 |        106 |
| /Users/macbook/Documents/GitHub/godofdiscipline/build/ios/iphonesimulator/Runner.app/Frameworks/Flutter.framework/Headers/FlutterCallbackCache.h                    | C++        |         15 |         32 |          8 |         55 |
| /Users/macbook/Documents/GitHub/godofdiscipline/build/ios/iphonesimulator/Runner.app/Frameworks/Flutter.framework/Headers/FlutterChannels.h                         | C++        |         86 |        366 |         38 |        490 |
| /Users/macbook/Documents/GitHub/godofdiscipline/build/ios/iphonesimulator/Runner.app/Frameworks/Flutter.framework/Headers/FlutterCodecs.h                           | C++        |        113 |        322 |         42 |        477 |
| /Users/macbook/Documents/GitHub/godofdiscipline/build/ios/iphonesimulator/Runner.app/Frameworks/Flutter.framework/Headers/FlutterDartProject.h                      | C++        |         23 |         65 |         16 |        104 |
| /Users/macbook/Documents/GitHub/godofdiscipline/build/ios/iphonesimulator/Runner.app/Frameworks/Flutter.framework/Headers/FlutterEngine.h                           | C++        |         59 |        362 |         40 |        461 |
| /Users/macbook/Documents/GitHub/godofdiscipline/build/ios/iphonesimulator/Runner.app/Frameworks/Flutter.framework/Headers/FlutterEngineGroup.h                      | C++        |         23 |         73 |         15 |        111 |
| /Users/macbook/Documents/GitHub/godofdiscipline/build/ios/iphonesimulator/Runner.app/Frameworks/Flutter.framework/Headers/FlutterHeadlessDartRunner.h               | C++        |         22 |         64 |         12 |         98 |
| /Users/macbook/Documents/GitHub/godofdiscipline/build/ios/iphonesimulator/Runner.app/Frameworks/Flutter.framework/Headers/FlutterMacros.h                           | C++        |         21 |         16 |         12 |         49 |
| /Users/macbook/Documents/GitHub/godofdiscipline/build/ios/iphonesimulator/Runner.app/Frameworks/Flutter.framework/Headers/FlutterPlatformViews.h                    | C++        |         19 |         28 |         10 |         57 |
| /Users/macbook/Documents/GitHub/godofdiscipline/build/ios/iphonesimulator/Runner.app/Frameworks/Flutter.framework/Headers/FlutterPlugin.h                           | C++        |        110 |        294 |         43 |        447 |
| /Users/macbook/Documents/GitHub/godofdiscipline/build/ios/iphonesimulator/Runner.app/Frameworks/Flutter.framework/Headers/FlutterPluginAppLifeCycleDelegate.h       | C++        |         51 |         76 |         22 |        149 |
| /Users/macbook/Documents/GitHub/godofdiscipline/build/ios/iphonesimulator/Runner.app/Frameworks/Flutter.framework/Headers/FlutterTexture.h                          | C++        |         20 |         33 |         10 |         63 |
| /Users/macbook/Documents/GitHub/godofdiscipline/build/ios/iphonesimulator/Runner.app/Frameworks/Flutter.framework/Headers/FlutterViewController.h                   | C++        |         51 |        179 |         30 |        260 |
| /Users/macbook/Documents/GitHub/godofdiscipline/godofdiscipline.iml                                                                                                 | XML        |         17 |          0 |          1 |         18 |
| /Users/macbook/Documents/GitHub/godofdiscipline/ios/Runner/AppDelegate.swift                                                                                        | Swift      |         12 |          0 |          2 |         14 |
| /Users/macbook/Documents/GitHub/godofdiscipline/ios/Runner/Assets.xcassets/AppIcon.appiconset/Contents.json                                                         | JSON       |        122 |          0 |          1 |        123 |
| /Users/macbook/Documents/GitHub/godofdiscipline/ios/Runner/Assets.xcassets/LaunchImage.imageset/Contents.json                                                       | JSON       |         23 |          0 |          1 |         24 |
| /Users/macbook/Documents/GitHub/godofdiscipline/ios/Runner/Assets.xcassets/LaunchImage.imageset/README.md                                                           | Markdown   |          3 |          0 |          2 |          5 |
| /Users/macbook/Documents/GitHub/godofdiscipline/ios/Runner/Base.lproj/LaunchScreen.storyboard                                                                       | XML        |         36 |          1 |          1 |         38 |
| /Users/macbook/Documents/GitHub/godofdiscipline/ios/Runner/Base.lproj/Main.storyboard                                                                               | XML        |         25 |          1 |          1 |         27 |
| /Users/macbook/Documents/GitHub/godofdiscipline/ios/Runner/Runner-Bridging-Header.h                                                                                 | C++        |          1 |          0 |          1 |          2 |
| /Users/macbook/Documents/GitHub/godofdiscipline/ios/RunnerTests/RunnerTests.swift                                                                                   | Swift      |          7 |          2 |          4 |         13 |
| /Users/macbook/Documents/GitHub/godofdiscipline/lib/main.dart                                                                                                       | Dart       |         23 |          0 |          5 |         28 |
| /Users/macbook/Documents/GitHub/godofdiscipline/lib/router/router.dart                                                                                              | Dart       |         22 |          0 |          3 |         25 |
| /Users/macbook/Documents/GitHub/godofdiscipline/lib/router/router.gr.dart                                                                                           | Dart       |        112 |         21 |         27 |        160 |
| /Users/macbook/Documents/GitHub/godofdiscipline/lib/screens/create_activity_screen/view/screen.dart                                                                 | Dart       |        143 |          0 |          3 |        146 |
| /Users/macbook/Documents/GitHub/godofdiscipline/lib/screens/create_activity_screen/widgets/date_time_selector.dart                                                  | Dart       |        125 |          0 |          3 |        128 |
| /Users/macbook/Documents/GitHub/godofdiscipline/lib/screens/main_screen/view/screen.dart                                                                            | Dart       |         78 |         12 |          3 |         93 |
| /Users/macbook/Documents/GitHub/godofdiscipline/lib/screens/main_screen/widgets/day_action_button.dart                                                              | Dart       |         33 |          0 |          3 |         36 |
| /Users/macbook/Documents/GitHub/godofdiscipline/lib/screens/main_screen/widgets/day_header.dart                                                                     | Dart       |         80 |          0 |          4 |         84 |
| /Users/macbook/Documents/GitHub/godofdiscipline/lib/screens/main_screen/widgets/info_tile.dart                                                                      | Dart       |         36 |          0 |          3 |         39 |
| /Users/macbook/Documents/GitHub/godofdiscipline/lib/screens/main_screen/widgets/level_info.dart                                                                     | Dart       |         60 |          0 |          3 |         63 |
| /Users/macbook/Documents/GitHub/godofdiscipline/lib/screens/main_screen/widgets/main_drawer.dart                                                                    | Dart       |        101 |          0 |          3 |        104 |
| /Users/macbook/Documents/GitHub/godofdiscipline/lib/screens/main_screen/widgets/menu_tile.dart                                                                      | Dart       |         43 |          0 |          3 |         46 |
| /Users/macbook/Documents/GitHub/godofdiscipline/lib/screens/main_screen/widgets/profile_info.dart                                                                   | Dart       |         88 |          0 |          3 |         91 |
| /Users/macbook/Documents/GitHub/godofdiscipline/lib/screens/profile_screen/view/screen.dart                                                                         | Dart       |        114 |          0 |          3 |        117 |
| /Users/macbook/Documents/GitHub/godofdiscipline/lib/screens/profile_screen/widgets/change_password.dart                                                             | Dart       |         30 |          0 |          3 |         33 |
| /Users/macbook/Documents/GitHub/godofdiscipline/lib/screens/profile_screen/widgets/delete_profile_button.dart                                                       | Dart       |         35 |          0 |          3 |         38 |
| /Users/macbook/Documents/GitHub/godofdiscipline/lib/screens/profile_screen/widgets/pass_field.dart                                                                  | Dart       |         43 |          0 |          3 |         46 |
| /Users/macbook/Documents/GitHub/godofdiscipline/lib/screens/profile_screen/widgets/password_header.dart                                                             | Dart       |         40 |          0 |          3 |         43 |
| /Users/macbook/Documents/GitHub/godofdiscipline/lib/screens/profile_screen/widgets/profile_avatar.dart                                                              | Dart       |         35 |          0 |          3 |         38 |
| /Users/macbook/Documents/GitHub/godofdiscipline/lib/screens/profile_screen/widgets/profile_info.dart                                                                | Dart       |         30 |          0 |          3 |         33 |
| /Users/macbook/Documents/GitHub/godofdiscipline/lib/screens/profile_screen/widgets/profile_tile.dart                                                                | Dart       |         47 |          0 |          3 |         50 |
| /Users/macbook/Documents/GitHub/godofdiscipline/lib/screens/reg_screen/view/screen.dart                                                                             | Dart       |        105 |          0 |          3 |        108 |
| /Users/macbook/Documents/GitHub/godofdiscipline/lib/screens/reg_screen/widgets/form_field.dart                                                                      | Dart       |         31 |          0 |          3 |         34 |
| /Users/macbook/Documents/GitHub/godofdiscipline/lib/screens/reg_screen/widgets/reg_body.dart                                                                        | Dart       |         50 |          0 |          3 |         53 |
| /Users/macbook/Documents/GitHub/godofdiscipline/lib/screens/reg_screen/widgets/reg_header.dart                                                                      | Dart       |         95 |          0 |          3 |         98 |
| /Users/macbook/Documents/GitHub/godofdiscipline/lib/screens/search_screen/view/screen.dart                                                                          | Dart       |        102 |          0 |          3 |        105 |
| /Users/macbook/Documents/GitHub/godofdiscipline/lib/screens/search_screen/widgets/last_requests.dart                                                                | Dart       |         87 |          0 |          3 |         90 |
| /Users/macbook/Documents/GitHub/godofdiscipline/lib/screens/search_screen/widgets/search_field.dart                                                                 | Dart       |         46 |          0 |          3 |         49 |
| /Users/macbook/Documents/GitHub/godofdiscipline/lib/screens/settings_screen/view/screen.dart                                                                        | Dart       |        274 |          0 |          9 |        283 |
| /Users/macbook/Documents/GitHub/godofdiscipline/lib/screens/stat_screen/view/screen.dart                                                                            | Dart       |         61 |          0 |          3 |         64 |
| /Users/macbook/Documents/GitHub/godofdiscipline/lib/screens/stat_screen/widgets/info_card.dart                                                                      | Dart       |          0 |          0 |          1 |          1 |
| /Users/macbook/Documents/GitHub/godofdiscipline/lib/screens/stat_screen/widgets/level_info.dart                                                                     | Dart       |          0 |          0 |          1 |          1 |
| /Users/macbook/Documents/GitHub/godofdiscipline/lib/utils/theme/custom_theme/elevated_button.dart                                                                   | Dart       |         23 |          0 |          3 |         26 |
| /Users/macbook/Documents/GitHub/godofdiscipline/lib/utils/theme/custom_theme/outlinebutton_theme.dart                                                               | Dart       |         20 |          0 |          3 |         23 |
| /Users/macbook/Documents/GitHub/godofdiscipline/lib/utils/theme/theme.dart                                                                                          | Dart       |         18 |          0 |          4 |         22 |
| /Users/macbook/Documents/GitHub/godofdiscipline/pubspec.yaml                                                                                                        | YAML       |         24 |         57 |         15 |         96 |
| /Users/macbook/Documents/GitHub/godofdiscipline/test/widget_test.dart                                                                                               | Dart       |         14 |         10 |          7 |         31 |
| Total                                                                                                                                                               |            |      5,394 |      6,160 |      1,211 |     12,765 |
+---------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
